"energielabel"	"VL"	"DS"	"DP"	"MS"	"MG"	"DR"	"PL"	"RO"	"RB"	"freq"	"count"
"C"	"N2"	"N2"	"N2"	"N2"		"N1"	"N1"	"N2"	"N1"	0.00935	22
"C"	"N2"	"N2"		"N2"		"N1"	"N0"	"N2"	"N0"	0.0102	24
"C"	"N2"			"N2"		"N1"	"N1"	"N2"	"N2"	0.0102	24
"C"	"N0"	"N0"		"N0"		"N1"	"N0"	"N1"	"N1"	0.01105	26
"C"	"N2"	"N2"	"N2"	"N2"		"N1"	"N0"	"N2"	"N1"	0.01105	26
"C"	"N2"			"N2"		"N1"	"N0"	"N2"	"N2"	0.01147	27
"C"	"N0"	"N2"		"N0"		"N1"	"N0"	"N1"	"N0"	0.0119	28
"C"	"N2"	"N2"		"N2"		"N1"	"N1"	"N2"	"N1"	0.0119	28
"C"	"N2"	"N2"	"N2"	"N2"		"N1"	"N0"	"N2"	"N2"	0.01232	29
"C"	"N0"	"N2"		"N0"		"N1"	"N0"	"N2"	"N2"	0.01275	30
"C"	"N0"	"N0"		"N0"		"N1"	"N0"	"N0"	"N0"	0.0136	32
"C"						"N1"	"N0"	"N0"	"N0"	0.01402	33
"C"			"N2"			"N1"	"N1"	"N2"	"N2"	0.01445	34
"C"			"N2"			"N1"	"N0"	"N2"	"N2"	0.01487	35
"C"	"N0"	"N2"		"N0"		"N1"	"N0"	"N2"	"N0"	0.01572	37
"C"	"N2"	"N2"		"N2"		"N1"	"N1"	"N2"	"N2"	0.01572	37
"C"	"N0"	"N0"		"N0"		"N1"	"N0"	"N2"	"N0"	0.01742	41
"C"	"N0"	"N0"		"N0"		"N1"	"N0"	"N2"	"N1"	0.01955	46
"C"	"N0"	"N0"		"N0"		"N1"	"N0"	"N1"	"N0"	0.01997	47
"C"	"N0"	"N2"		"N0"		"N1"	"N0"	"N2"	"N1"	0.02337	55
"C"						"N1"	"N1"	"N2"	"N2"	0.034	80
"C"						"N1"	"N0"	"N2"	"N2"	0.03782	89
"C"	"N2"	"N2"		"N2"		"N1"	"N0"	"N2"	"N1"	0.03867	91
"C"	"N2"	"N2"		"N2"		"N1"	"N0"	"N2"	"N2"	0.03952	93
"D"	"N0"	"N0"	"N0"	"N0"		"N1"	"N0"	"N2"	"N2"	0.00187	1
"D"	"N0"	"N0"	"N0"	"N0"		"N1"	"N1"	"N1"	"N1"	0.00187	1
"D"	"N0"	"N0"	"N0"	"N0"		"N1"	"N2"	"N2"	"N1"	0.00187	1
"D"	"N0"	"N0"	"N1"	"N0"		"N1"	"N0"	"N2"	"N1"	0.00187	1
"D"	"N0"	"N0"	"N2"	"N0"		"N1"	"N0"	"N1"	"N1"	0.00187	1
"D"	"N0"	"N0"	"N2"	"N0"		"N1"	"N0"	"N2"	"N2"	0.00187	1
"D"	"N0"	"N0"	"N2"	"N0"		"N1"	"N1"	"N1"	"N0"	0.00187	1
"D"	"N0"	"N0"	"N2"	"N0"		"N1"	"N1"	"N2"	"N2"	0.00187	1
"D"	"N0"	"N0"	"N2"	"N0"		"N1"		"N2"	"N1"	0.00187	1
"D"	"N0"	"N0"	"N2"	"N0"		"N1"		"N2"	"N2"	0.00187	1
"D"	"N0"	"N0"		"N0"		"N1"	"N2"	"N1"	"N1"	0.00187	1
"D"	"N0"	"N0"		"N0"		"N1"		"N0"	"N0"	0.00187	1
"D"	"N0"	"N0"		"N0"		"N1"				0.00187	1
"D"	"N0"	"N1"	"N0"	"N0"		"N1"	"N1"	"N2"	"N1"	0.00187	1
"D"	"N0"	"N1"	"N1"	"N0"		"N1"	"N1"	"N2"	"N0"	0.00187	1
"D"	"N0"	"N1"	"N1"	"N0"		"N1"	"N1"	"N2"	"N1"	0.00187	1
"D"	"N0"	"N1"		"N0"		"N1"	"N0"	"N0"	"N1"	0.00187	1
"D"	"N0"	"N1"		"N0"		"N1"	"N0"	"N2"	"N0"	0.00187	1
"D"	"N0"	"N1"		"N0"		"N1"	"N1"	"N2"	"N0"	0.00187	1
"D"	"N0"	"N1"		"N0"		"N1"	"N1"	"N2"	"N2"	0.00187	1
"D"	"N0"	"N1"		"N0"		"N1"	"N2"	"N2"	"N1"	0.00187	1
"D"	"N0"	"N1"		"N0"		"N1"	"N2"	"N2"	"N2"	0.00187	1
"D"	"N0"	"N2"	"N0"	"N0"		"N1"	"N0"	"N0"	"N0"	0.00187	1
"D"	"N0"	"N2"	"N0"	"N0"		"N1"	"N0"	"N2"	"N2"	0.00187	1
"D"	"N0"	"N2"	"N0"	"N0"		"N1"	"N1"	"N2"	"N1"	0.00187	1
"D"	"N0"	"N2"	"N1"	"N0"		"N1"	"N0"	"N1"	"N1"	0.00187	1
"D"	"N0"	"N2"	"N1"	"N0"		"N1"	"N1"	"N2"	"N1"	0.00187	1
"D"	"N0"	"N2"	"N1"	"N0"		"N1"	"N1"	"N2"	"N2"	0.00187	1
"D"	"N0"	"N2"	"N1"	"N0"		"N1"	"N2"	"N2"	"N2"	0.00187	1
"D"	"N0"	"N2"	"N2"	"N0"		"N1"	"N0"	"N0"	"N0"	0.00187	1
"D"	"N0"	"N2"	"N2"	"N0"		"N1"	"N0"	"N1"	"N1"	0.00187	1
"D"	"N0"	"N2"	"N2"	"N0"		"N1"	"N0"	"N1"	"N2"	0.00187	1
"D"	"N0"	"N2"	"N2"	"N0"		"N1"	"N0"	"N2"	"N0"	0.00187	1
"D"	"N0"	"N2"	"N2"	"N0"		"N1"	"N0"	"N2"	"N2"	0.00187	1
"D"	"N0"	"N2"	"N2"	"N0"		"N1"	"N1"	"N1"	"N1"	0.00187	1
"D"	"N0"	"N2"	"N2"	"N0"		"N1"		"N2"	"N1"	0.00187	1
"D"	"N0"	"N2"	"N2"	"N0"		"N1"		"N2"	"N2"	0.00187	1
"D"	"N0"	"N2"		"N0"		"N1"	"N0"	"N0"	"N1"	0.00187	1
"D"	"N0"	"N2"		"N0"		"N1"	"N0"	"N1"	"N2"	0.00187	1
"D"	"N0"	"N2"		"N0"		"N1"	"N1"	"N1"	"N2"	0.00187	1
"D"	"N0"	"N2"		"N0"		"N1"		"N0"	"N0"	0.00187	1
"D"	"N0"		"N0"	"N0"		"N1"	"N0"	"N1"	"N2"	0.00187	1
"D"	"N0"		"N0"	"N0"		"N1"	"N1"	"N0"	"N0"	0.00187	1
"D"	"N0"		"N0"	"N0"		"N1"	"N1"	"N2"	"N0"	0.00187	1
"D"	"N0"		"N0"	"N0"		"N1"	"N1"	"N2"	"N1"	0.00187	1
"D"	"N0"		"N0"	"N0"		"N1"	"N2"	"N1"	"N1"	0.00187	1
"D"	"N0"		"N0"	"N0"		"N1"	"N2"	"N2"	"N0"	0.00187	1
"D"	"N0"		"N0"	"N0"		"N1"		"N0"	"N0"	0.00187	1
"D"	"N0"		"N1"	"N0"		"N1"	"N0"	"N1"	"N0"	0.00187	1
"D"	"N0"		"N1"	"N0"		"N1"	"N0"	"N2"	"N1"	0.00187	1
"D"	"N0"		"N1"	"N0"		"N1"	"N1"	"N2"	"N2"	0.00187	1
"D"	"N0"		"N2"	"N0"		"N1"	"N0"	"N0"	"N1"	0.00187	1
"D"	"N0"		"N2"	"N0"		"N1"	"N0"	"N1"	"N2"	0.00187	1
"D"	"N0"		"N2"	"N0"		"N1"	"N0"	"N2"	"N0"	0.00187	1
"D"	"N0"		"N2"	"N0"		"N1"	"N1"	"N1"	"N1"	0.00187	1
"D"	"N0"		"N2"	"N0"		"N1"		"N0"	"N0"	0.00187	1
"D"	"N0"		"N2"	"N0"		"N1"		"N2"	"N0"	0.00187	1
"D"	"N1"	"N0"	"N2"	"N1"		"N1"	"N0"	"N1"	"N1"	0.00187	1
"D"	"N1"	"N0"	"N2"	"N1"		"N1"	"N0"	"N2"	"N0"	0.00187	1
"D"	"N1"	"N0"	"N2"	"N1"		"N1"	"N0"	"N2"	"N1"	0.00187	1
"D"	"N1"	"N1"		"N1"		"N1"		"N2"	"N2"	0.00187	1
"D"	"N1"	"N2"	"N0"	"N1"		"N1"	"N0"	"N1"	"N0"	0.00187	1
"D"	"N1"	"N2"	"N1"	"N1"		"N1"	"N1"	"N2"	"N1"	0.00187	1
"D"	"N1"	"N2"	"N2"	"N1"		"N1"	"N0"	"N1"	"N2"	0.00187	1
"D"	"N1"	"N2"	"N2"	"N1"		"N1"	"N0"	"N2"	"N1"	0.00187	1
"D"	"N1"	"N2"	"N2"	"N1"		"N1"	"N0"	"N2"	"N2"	0.00187	1
"D"	"N1"	"N2"		"N1"		"N1"	"N0"	"N1"	"N0"	0.00187	1
"D"	"N1"	"N2"		"N1"		"N1"	"N0"	"N2"	"N1"	0.00187	1
"D"	"N1"		"N0"	"N1"		"N1"	"N1"	"N2"	"N2"	0.00187	1
"D"	"N1"		"N1"	"N1"		"N1"		"N2"	"N2"	0.00187	1
"D"	"N1"		"N2"	"N1"		"N1"	"N0"	"N1"	"N1"	0.00187	1
"D"	"N1"		"N2"	"N1"		"N1"	"N1"	"N2"	"N1"	0.00187	1
"D"	"N2"	"N0"	"N0"	"N2"		"N1"	"N0"	"N2"	"N1"	0.00187	1
"D"	"N2"	"N0"	"N0"	"N2"		"N1"		"N2"	"N1"	0.00187	1
"D"	"N2"	"N0"	"N2"	"N2"		"N1"	"N0"	"N2"	"N0"	0.00187	1
"D"	"N2"	"N0"		"N2"		"N1"	"N0"	"N2"	"N0"	0.00187	1
"D"	"N2"	"N0"		"N2"		"N1"	"N0"	"N2"	"N1"	0.00187	1
"D"	"N2"	"N1"	"N2"	"N2"		"N1"	"N1"	"N2"	"N1"	0.00187	1
"D"	"N2"	"N1"		"N2"		"N1"	"N0"	"N1"	"N0"	0.00187	1
"D"	"N2"	"N1"		"N2"		"N1"	"N0"	"N2"	"N2"	0.00187	1
"D"	"N2"	"N1"		"N2"		"N1"	"N1"	"N2"	"N0"	0.00187	1
"D"	"N2"	"N2"	"N0"	"N2"		"N1"	"N0"	"N1"	"N0"	0.00187	1
"D"	"N2"	"N2"	"N0"	"N2"		"N1"		"N2"	"N1"	0.00187	1
"D"	"N2"	"N2"	"N2"	"N2"		"N1"	"N1"	"N2"	"N1"	0.00187	1
"D"	"N2"	"N2"		"N2"		"N1"	"N0"	"N0"	"N0"	0.00187	1
"D"	"N2"	"N2"		"N2"		"N1"	"N0"	"N2"	"N2"	0.00187	1
"D"	"N2"	"N2"		"N2"		"N1"	"N1"	"N2"	"N0"	0.00187	1
"D"	"N2"	"N2"		"N2"		"N1"	"N1"	"N2"	"N2"	0.00187	1
"D"	"N2"	"N2"		"N2"		"N1"	"N2"	"N2"	"N1"	0.00187	1
"D"	"N2"	"N2"		"N2"		"N1"	"N2"	"N2"	"N2"	0.00187	1
"D"	"N2"	"N2"		"N2"		"N1"		"N0"	"N1"	0.00187	1
"D"	"N2"		"N0"	"N2"		"N1"	"N0"	"N0"	"N0"	0.00187	1
"D"	"N2"		"N2"	"N2"		"N1"	"N0"	"N1"	"N1"	0.00187	1
"D"	"N2"		"N2"	"N2"		"N1"	"N0"	"N2"	"N2"	0.00187	1
"D"	"N2"		"N2"	"N2"		"N1"	"N2"	"N2"	"N2"	0.00187	1
"D"	"N0"	"N0"	"N0"	"N0"		"N1"	"N0"	"N2"	"N0"	0.00373	2
"D"	"N0"	"N0"	"N2"	"N0"		"N1"	"N1"	"N2"	"N1"	0.00373	2
"D"	"N0"	"N0"		"N0"		"N1"	"N1"	"N1"	"N1"	0.00373	2
"D"	"N0"	"N0"		"N0"		"N1"	"N2"	"N1"	"N0"	0.00373	2
"D"	"N0"	"N1"	"N0"	"N0"		"N1"	"N0"	"N2"	"N1"	0.00373	2
"D"	"N0"	"N1"	"N0"	"N0"		"N1"		"N2"	"N1"	0.00373	2
"D"	"N0"	"N1"	"N2"	"N0"		"N1"	"N0"	"N2"	"N1"	0.00373	2
"D"	"N0"	"N1"		"N0"		"N1"	"N0"	"N1"	"N0"	0.00373	2
"D"	"N0"	"N1"		"N0"		"N1"	"N0"	"N2"	"N2"	0.00373	2
"D"	"N0"	"N1"		"N0"		"N1"	"N1"	"N1"	"N0"	0.00373	2
"D"	"N0"	"N2"	"N2"	"N0"		"N1"	"N1"	"N2"	"N1"	0.00373	2
"D"	"N0"	"N2"	"N2"	"N0"		"N1"	"N1"	"N2"	"N2"	0.00373	2
"D"	"N0"	"N2"		"N0"		"N1"	"N2"	"N2"	"N1"	0.00373	2
"D"	"N0"		"N0"	"N0"		"N1"	"N0"	"N1"	"N0"	0.00373	2
"D"	"N0"		"N2"	"N0"		"N1"	"N1"	"N1"	"N0"	0.00373	2
"D"	"N0"		"N2"	"N0"		"N1"	"N1"	"N2"	"N0"	0.00373	2
"D"	"N1"	"N2"	"N2"	"N1"		"N1"	"N0"	"N2"	"N0"	0.00373	2
"D"	"N1"	"N2"	"N2"	"N1"		"N1"	"N1"	"N2"	"N1"	0.00373	2
"D"	"N1"	"N2"	"N2"	"N1"		"N1"	"N1"	"N2"	"N2"	0.00373	2
"D"	"N2"	"N0"		"N2"		"N1"	"N0"	"N1"	"N0"	0.00373	2
"D"	"N2"	"N1"		"N2"		"N1"	"N1"	"N2"	"N2"	0.00373	2
"D"	"N2"	"N2"	"N2"	"N2"		"N1"	"N0"	"N2"	"N2"	0.00373	2
"D"	"N2"	"N2"		"N2"		"N1"	"N0"	"N2"	"N0"	0.00373	2
"D"	"N2"	"N2"		"N2"		"N1"	"N1"	"N2"	"N1"	0.00373	2
"D"	"N2"		"N2"	"N2"		"N1"	"N0"	"N2"	"N1"	0.00373	2
"D"	"N2"		"N2"	"N2"		"N1"	"N2"	"N2"	"N1"	0.00373	2
"D"	"N0"	"N0"	"N0"	"N0"		"N1"	"N1"	"N2"	"N1"	0.0056	3
"D"	"N0"	"N0"	"N2"	"N0"		"N1"	"N0"	"N1"	"N0"	0.0056	3
"D"	"N0"	"N0"	"N2"	"N0"		"N1"	"N0"	"N2"	"N0"	0.0056	3
"D"	"N0"	"N0"	"N2"	"N0"		"N1"	"N2"	"N2"	"N2"	0.0056	3
"D"	"N0"	"N0"		"N0"		"N1"	"N0"	"N0"	"N1"	0.0056	3
"D"	"N0"	"N0"		"N0"		"N1"	"N2"	"N2"	"N2"	0.0056	3
"D"	"N0"	"N0"		"N0"		"N1"		"N2"	"N1"	0.0056	3
"D"	"N0"	"N1"	"N1"	"N0"		"N1"	"N0"	"N2"	"N1"	0.0056	3
"D"	"N0"	"N1"	"N2"	"N0"		"N1"	"N1"	"N2"	"N1"	0.0056	3
"D"	"N0"	"N1"		"N0"		"N1"	"N0"	"N0"	"N0"	0.0056	3
"D"	"N0"	"N1"		"N0"		"N1"	"N0"	"N1"	"N1"	0.0056	3
"D"	"N0"	"N1"		"N0"		"N1"	"N0"	"N2"	"N1"	0.0056	3
"D"	"N0"	"N1"		"N0"		"N1"	"N1"	"N2"	"N1"	0.0056	3
"D"	"N0"	"N2"	"N0"	"N0"		"N1"	"N0"	"N1"	"N1"	0.0056	3
"D"	"N0"	"N2"	"N0"	"N0"		"N1"	"N0"	"N2"	"N1"	0.0056	3
"D"	"N0"	"N2"	"N2"	"N0"		"N1"	"N1"	"N2"	"N0"	0.0056	3
"D"	"N0"	"N2"		"N0"		"N1"	"N1"	"N1"	"N1"	0.0056	3
"D"	"N0"	"N2"		"N0"		"N1"	"N1"	"N2"	"N0"	0.0056	3
"D"	"N0"	"N2"		"N0"		"N1"	"N2"	"N2"	"N2"	0.0056	3
"D"	"N0"	"N2"		"N0"		"N1"		"N2"	"N1"	0.0056	3
"D"	"N0"		"N0"	"N0"		"N1"	"N0"	"N1"	"N1"	0.0056	3
"D"	"N0"		"N0"	"N0"		"N1"	"N0"	"N2"	"N0"	0.0056	3
"D"	"N0"		"N0"	"N0"		"N1"	"N0"	"N2"	"N2"	0.0056	3
"D"	"N0"		"N2"	"N0"		"N1"	"N0"	"N0"	"N0"	0.0056	3
"D"	"N1"	"N2"		"N1"		"N1"	"N1"	"N2"	"N1"	0.0056	3
"D"	"N2"	"N2"		"N2"		"N1"	"N0"	"N1"	"N0"	0.0056	3
"D"	"N2"	"N2"		"N2"		"N1"	"N0"	"N2"	"N1"	0.0056	3
"D"	"N0"	"N0"	"N0"	"N0"		"N1"	"N0"	"N0"	"N0"	0.00746	4
"D"	"N0"	"N0"	"N0"	"N0"		"N1"	"N0"	"N1"	"N0"	0.00746	4
"D"	"N0"	"N0"		"N0"		"N1"	"N1"	"N1"	"N0"	0.00746	4
"D"	"N0"	"N0"		"N0"		"N1"	"N1"	"N2"	"N0"	0.00746	4
"D"	"N0"	"N0"		"N0"		"N1"	"N2"	"N2"	"N1"	0.00746	4
"D"	"N0"	"N2"		"N0"		"N1"	"N1"	"N1"	"N0"	0.00746	4
"D"	"N0"		"N0"	"N0"		"N1"	"N0"	"N0"	"N0"	0.00746	4
"D"	"N0"		"N2"	"N0"		"N1"	"N0"	"N1"	"N0"	0.00746	4
"D"	"N0"		"N2"	"N0"		"N1"	"N1"	"N2"	"N1"	0.00746	4
"D"	"N0"		"N2"	"N0"		"N1"	"N1"	"N2"	"N2"	0.00746	4
"D"	"N0"		"N2"	"N0"		"N1"	"N2"	"N2"	"N2"	0.00746	4
"D"	"N0"	"N0"	"N0"	"N0"		"N1"	"N0"	"N1"	"N1"	0.00933	5
"D"	"N0"	"N2"		"N0"		"N1"	"N1"	"N2"	"N2"	0.00933	5
"D"	"N0"	"N0"		"N0"		"N1"	"N1"	"N2"	"N1"	0.01119	6
"D"	"N0"	"N2"		"N0"		"N1"	"N0"	"N1"	"N1"	0.01119	6
"D"	"N0"		"N0"	"N0"		"N1"	"N0"	"N2"	"N1"	0.01119	6
"D"	"N0"		"N2"	"N0"		"N1"	"N0"	"N1"	"N1"	0.01119	6
"D"	"N0"		"N2"	"N0"		"N1"	"N0"	"N2"	"N1"	0.01119	6
"D"	"N0"	"N2"		"N0"		"N1"	"N0"	"N0"	"N0"	0.01306	7
"D"	"N0"		"N2"	"N0"		"N1"	"N0"	"N2"	"N2"	0.01306	7
"D"	"N0"	"N2"	"N2"	"N0"		"N1"	"N0"	"N2"	"N1"	0.01493	8
"D"	"N0"	"N2"		"N0"		"N1"	"N0"	"N1"	"N0"	0.01866	10
"D"	"N0"	"N2"		"N0"		"N1"	"N0"	"N2"	"N0"	0.01866	10
"D"	"N0"	"N2"		"N0"		"N1"	"N1"	"N2"	"N1"	0.01866	10
"D"	"N0"	"N0"	"N2"	"N0"		"N1"	"N0"	"N2"	"N1"	0.02052	11
"D"	"N0"	"N0"		"N0"		"N1"	"N0"	"N1"	"N1"	0.02052	11
"D"	"N0"	"N0"	"N0"	"N0"		"N1"	"N0"	"N2"	"N1"	0.02239	12
"D"	"N0"	"N2"		"N0"		"N1"	"N0"	"N2"	"N2"	0.02425	13
"D"	"N0"	"N0"		"N0"		"N1"	"N0"	"N2"	"N2"	0.02799	15
"D"	"N0"	"N0"		"N0"		"N1"	"N0"	"N0"	"N0"	0.02985	16
"D"	"N0"	"N2"		"N0"		"N1"	"N0"	"N2"	"N1"	0.03358	18
"D"	"N0"	"N0"		"N0"		"N1"	"N0"	"N2"	"N0"	0.04104	22
"D"	"N0"	"N0"		"N0"		"N1"	"N0"	"N2"	"N1"	0.04664	25
"D"	"N0"	"N0"		"N0"		"N1"	"N0"	"N1"	"N0"	0.0541	29
"E"	"N0"	"N0"	"N0"	"N0"		"N1"	"N0"	"N0"	"N1"	0.00049	1
"E"	"N0"	"N0"	"N0"	"N0"		"N1"	"N0"	"N1"	"N2"	0.00049	1
"E"	"N0"	"N0"	"N0"	"N0"		"N1"	"N1"	"N1"	"N1"	0.00049	1
"E"	"N0"	"N0"	"N0"	"N0"		"N1"	"N1"	"N2"	"N1"	0.00049	1
"E"	"N0"	"N0"	"N0"	"N0"		"N1"	"N2"	"N2"	"N1"	0.00049	1
"E"	"N0"	"N0"	"N0"	"N0"		"N1"		"N1"	"N0"	0.00049	1
"E"	"N0"	"N0"	"N1"	"N0"		"N1"	"N0"	"N1"	"N0"	0.00049	1
"E"	"N0"	"N0"	"N1"	"N0"		"N1"	"N0"	"N2"	"N1"	0.00049	1
"E"	"N0"	"N0"	"N2"	"N0"		"N1"	"N1"	"N2"	"N2"	0.00049	1
"E"	"N0"	"N0"	"N2"	"N0"		"N1"		"N1"	"N1"	0.00049	1
"E"	"N0"	"N0"		"N0"		"N1"	"N1"	"N1"	"N0"	0.00049	1
"E"	"N0"	"N0"		"N0"		"N1"	"N1"	"N1"	"N1"	0.00049	1
"E"	"N0"	"N0"		"N0"		"N1"	"N2"	"N1"	"N0"	0.00049	1
"E"	"N0"	"N0"		"N0"		"N1"		"N0"	"N1"	0.00049	1
"E"	"N0"	"N0"		"N0"		"N1"		"N2"	"N0"	0.00049	1
"E"	"N0"	"N0"		"N0"		"N1"		"N2"	"N2"	0.00049	1
"E"	"N0"	"N1"	"N0"	"N0"		"N1"	"N0"	"N1"	"N0"	0.00049	1
"E"	"N0"	"N1"	"N0"	"N0"		"N1"	"N0"	"N2"	"N2"	0.00049	1
"E"	"N0"	"N1"	"N0"	"N0"		"N1"	"N1"	"N2"	"N0"	0.00049	1
"E"	"N0"	"N1"	"N0"	"N0"		"N1"		"N2"	"N0"	0.00049	1
"E"	"N0"	"N1"	"N2"	"N0"		"N1"	"N0"	"N1"	"N1"	0.00049	1
"E"	"N0"	"N1"	"N2"	"N0"		"N1"	"N1"	"N1"	"N0"	0.00049	1
"E"	"N0"	"N1"	"N2"	"N0"		"N1"	"N1"	"N2"	"N1"	0.00049	1
"E"	"N0"	"N1"		"N0"		"N1"	"N1"	"N1"	"N0"	0.00049	1
"E"	"N0"	"N1"		"N0"		"N1"	"N1"	"N2"	"N0"	0.00049	1
"E"	"N0"	"N1"		"N0"		"N1"	"N2"	"N0"	"N0"	0.00049	1
"E"	"N0"	"N1"		"N0"		"N1"	"N2"	"N0"	"N1"	0.00049	1
"E"	"N0"	"N1"		"N0"		"N1"	"N2"	"N2"	"N1"	0.00049	1
"E"	"N0"	"N1"		"N0"		"N1"	"N2"	"N2"	"N2"	0.00049	1
"E"	"N0"	"N2"	"N0"	"N0"		"N1"	"N0"	"N0"	"N0"	0.00049	1
"E"	"N0"	"N2"	"N0"	"N0"		"N1"	"N0"	"N1"	"N0"	0.00049	1
"E"	"N0"	"N2"	"N0"	"N0"		"N1"	"N0"	"N1"	"N2"	0.00049	1
"E"	"N0"	"N2"	"N0"	"N0"		"N1"	"N0"	"N2"	"N2"	0.00049	1
"E"	"N0"	"N2"	"N0"	"N0"		"N1"	"N1"	"N1"	"N1"	0.00049	1
"E"	"N0"	"N2"	"N0"	"N0"		"N1"	"N1"	"N2"	"N2"	0.00049	1
"E"	"N0"	"N2"	"N2"	"N0"		"N1"	"N0"	"N0"	"N0"	0.00049	1
"E"	"N0"	"N2"	"N2"	"N0"		"N1"	"N0"	"N0"	"N1"	0.00049	1
"E"	"N0"	"N2"	"N2"	"N0"		"N1"	"N0"	"N1"	"N0"	0.00049	1
"E"	"N0"	"N2"	"N2"	"N0"		"N1"	"N0"	"N1"	"N1"	0.00049	1
"E"	"N0"	"N2"	"N2"	"N0"		"N1"	"N0"	"N2"	"N2"	0.00049	1
"E"	"N0"	"N2"	"N2"	"N0"		"N1"	"N1"	"N1"	"N0"	0.00049	1
"E"	"N0"	"N2"	"N2"	"N0"		"N1"	"N1"	"N1"	"N1"	0.00049	1
"E"	"N0"	"N2"	"N2"	"N0"		"N1"	"N1"	"N1"	"N2"	0.00049	1
"E"	"N0"	"N2"	"N2"	"N0"		"N1"	"N1"	"N2"	"N0"	0.00049	1
"E"	"N0"	"N2"	"N2"	"N0"		"N1"		"N2"	"N1"	0.00049	1
"E"	"N0"	"N2"	"N2"	"N0"		"N1"		"N2"	"N2"	0.00049	1
"E"	"N0"	"N2"		"N0"		"N1"	"N0"	"N0"	"N2"	0.00049	1
"E"	"N0"	"N2"		"N0"		"N1"	"N1"	"N0"	"N0"	0.00049	1
"E"	"N0"	"N2"		"N0"		"N1"		"N1"	"N1"	0.00049	1
"E"	"N0"		"N0"	"N0"		"N1"	"N0"	"N0"	"N1"	0.00049	1
"E"	"N0"		"N0"	"N0"		"N1"	"N0"	"N2"	"N0"	0.00049	1
"E"	"N0"		"N0"	"N0"		"N1"	"N1"	"N0"	"N0"	0.00049	1
"E"	"N0"		"N0"	"N0"		"N1"	"N1"	"N1"	"N1"	0.00049	1
"E"	"N0"		"N0"	"N0"		"N1"	"N1"	"N2"	"N0"	0.00049	1
"E"	"N0"		"N0"	"N0"		"N1"	"N2"	"N2"	"N0"	0.00049	1
"E"	"N0"		"N0"	"N0"		"N1"		"N1"	"N0"	0.00049	1
"E"	"N0"		"N0"	"N0"		"N1"		"N1"	"N1"	0.00049	1
"E"	"N0"		"N1"	"N0"		"N1"	"N0"	"N2"	"N2"	0.00049	1
"E"	"N0"		"N1"	"N0"		"N1"	"N1"	"N2"	"N1"	0.00049	1
"E"	"N0"		"N2"	"N0"		"N1"	"N0"	"N1"	"N2"	0.00049	1
"E"	"N0"		"N2"	"N0"		"N1"	"N1"	"N0"	"N0"	0.00049	1
"E"	"N0"		"N2"	"N0"		"N1"	"N1"	"N1"	"N0"	0.00049	1
"E"	"N0"		"N2"	"N0"		"N1"	"N1"	"N2"	"N0"	0.00049	1
"E"	"N0"		"N2"	"N0"		"N1"		"N1"	"N0"	0.00049	1
"E"	"N0"		"N2"	"N0"		"N1"		"N2"	"N1"	0.00049	1
"E"	"N0"			"N0"		"N1"	"N0"	"N0"	"N2"	0.00049	1
"E"	"N0"			"N0"		"N1"	"N2"	"N1"	"N0"	0.00049	1
"E"	"N0"			"N0"		"N1"	"N2"	"N2"		0.00049	1
"E"	"N0"			"N0"		"N1"		"N0"	"N0"	0.00049	1
"E"	"N1"	"N0"	"N0"	"N1"		"N1"	"N0"	"N2"	"N1"	0.00049	1
"E"	"N1"	"N0"	"N2"	"N1"		"N1"	"N0"	"N1"	"N1"	0.00049	1
"E"	"N1"	"N0"	"N2"	"N1"		"N1"	"N0"	"N2"	"N1"	0.00049	1
"E"	"N1"	"N0"		"N1"		"N1"	"N0"	"N1"	"N1"	0.00049	1
"E"	"N1"	"N0"		"N1"		"N1"	"N2"	"N2"	"N1"	0.00049	1
"E"	"N1"	"N1"	"N2"	"N1"		"N1"	"N0"	"N0"	"N0"	0.00049	1
"E"	"N1"	"N1"		"N1"		"N1"	"N0"	"N1"	"N1"	0.00049	1
"E"	"N1"	"N1"		"N1"		"N1"	"N0"	"N2"	"N1"	0.00049	1
"E"	"N1"	"N2"	"N1"	"N1"		"N1"	"N0"	"N2"	"N2"	0.00049	1
"E"	"N1"	"N2"	"N2"	"N1"		"N1"	"N0"	"N2"	"N2"	0.00049	1
"E"	"N1"	"N2"	"N2"	"N1"		"N1"	"N1"	"N2"	"N1"	0.00049	1
"E"	"N1"	"N2"	"N2"	"N1"		"N1"	"N1"	"N2"	"N2"	0.00049	1
"E"	"N1"	"N2"		"N1"		"N1"	"N0"	"N2"	"N1"	0.00049	1
"E"	"N1"		"N2"	"N1"		"N1"	"N1"	"N2"	"N1"	0.00049	1
"E"	"N1"			"N1"		"N1"	"N1"	"N2"	"N2"	0.00049	1
"E"	"N1"			"N1"		"N1"		"N0"	"N0"	0.00049	1
"E"	"N2"	"N0"	"N2"	"N2"		"N1"	"N1"	"N2"	"N1"	0.00049	1
"E"	"N2"	"N0"		"N2"		"N1"	"N0"	"N2"	"N1"	0.00049	1
"E"	"N2"	"N0"		"N2"		"N1"	"N1"	"N2"	"N2"	0.00049	1
"E"	"N2"	"N1"	"N2"	"N2"		"N1"	"N0"	"N2"	"N0"	0.00049	1
"E"	"N2"	"N2"	"N2"	"N2"		"N1"	"N0"	"N2"	"N0"	0.00049	1
