"Energielabel"	"VL"	"DS"	"DP"	"MS"	"MG"	"DR"	"PL"	"RO"	"RB"	"freq"	"count"
"B"			"N2"	"N2"		"N1"	"N2"	"N3"	"N1"	0.0012674271	1
"B"			"N2"	"N2"		"N1"		"N1"	"N1"	0.0215462611	17
"B"			"N2"	"N2"		"N1"		"N3"	"N3"	0.0088719899	7
"B"				"N0"		"N1"	"N0"	"N1"	"N1"	0.0025348542	2
"B"				"N0"		"N1"	"N0"	"N3"	"N1"	0.0012674271	1
"B"				"N0"		"N1"	"N0"	"N3"	"N3"	0.0012674271	1
"B"				"N0"		"N1"	"N1"	"N1"	"N1"	0.0012674271	1
"B"				"N0"		"N1"	"N2"	"N3"	"N0"	0.0012674271	1
"B"				"N0"		"N1"	"N2"	"N3"	"N3"	0.0012674271	1
"B"				"N0"		"N1"		"N0"	"N0"	0.0012674271	1
"B"				"N0"		"N1"		"N1"	"N1"	0.0012674271	1
"B"				"N0"		"N1"		"N3"	"N3"	0.0012674271	1
"B"				"N1"		"N1"	"N1"	"N1"	"N1"	0.0088719899	7
"B"				"N1"		"N1"	"N1"	"N3"	"N1"	0.0025348542	2
"B"				"N1"		"N1"		"N1"	"N1"	0.0063371356	5
"B"				"N1"		"N1"		"N3"	"N3"	0.0012674271	1
"B"				"N1"				"N1"	"N1"	0.0012674271	1
"B"				"N2"		"N1"	"N0"	"N1"	"N1"	0.0012674271	1
"B"				"N2"		"N1"	"N0"	"N2"	"N2"	0.0012674271	1
"B"				"N2"		"N1"	"N0"	"N3"	"N3"	0.0025348542	2
"B"				"N2"		"N1"	"N0"	"N4"	"N4"	0.0012674271	1
"B"				"N2"		"N1"	"N1"	"N3"	"N3"	0.0012674271	1
"B"				"N2"		"N1"	"N2"	"N0"	"N0"	0.0012674271	1
"B"				"N2"		"N1"	"N2"	"N1"	"N1"	0.0240811153	19
"B"				"N2"		"N1"	"N2"	"N2"	"N2"	0.0038022814	3
"B"				"N2"		"N1"	"N2"	"N3"	"N1"	0.0012674271	1
"B"				"N2"		"N1"	"N2"	"N3"	"N3"	0.0088719899	7
"B"				"N2"		"N1"		"N1"	"N1"	0.0215462611	17
"B"				"N2"		"N1"		"N2"	"N1"	0.0025348542	2
"B"				"N2"		"N1"		"N2"	"N2"	0.0025348542	2
"B"				"N2"		"N1"		"N3"	"N1"	0.0012674271	1
"B"				"N2"		"N1"		"N3"	"N3"	0.0126742712	10
"B"				"N2"			"N2"	"N1"	"N1"	0.0038022814	3
"B"				"N2"				"N1"	"N1"	0.0038022814	3
"B"				"N2"				"N3"	"N3"	0.0025348542	2
"B"				"N3"		"N1"		"N3"	"N3"	0.0076045627	6
"B"				"N3"				"N3"	"N3"	0.0012674271	1
"C"	"N0"	"N0"	"N0"	"N0"		"N1"	"N0"	"N1"	"N1"	0.0035310734	5
"C"	"N0"	"N0"	"N0"	"N0"		"N1"	"N0"	"N2"	"N2"	0.0014124294	2
"C"	"N0"	"N0"	"N0"	"N0"		"N1"	"N0"	"N3"	"N0"	0.0007062147	1
"C"	"N0"	"N0"	"N0"	"N0"		"N1"	"N0"	"N3"	"N1"	0.0035310734	5
"C"	"N0"	"N0"	"N0"	"N0"		"N1"	"N0"	"N3"	"N3"	0.0014124294	2
"C"	"N0"	"N0"	"N0"	"N0"		"N1"		"N0"	"N0"	0.0007062147	1
"C"	"N0"	"N0"	"N0"	"N0"		"N1"		"N1"	"N1"	0.0056497175	8
"C"	"N0"	"N0"	"N0"	"N0"		"N1"		"N3"	"N0"	0.0014124294	2
"C"	"N0"	"N0"	"N0"	"N0"		"N1"		"N3"	"N1"	0.0056497175	8
"C"	"N0"	"N0"	"N0"	"N0"		"N1"		"N3"	"N3"	0.0021186441	3
"C"	"N0"	"N0"	"N0"	"N1"		"N1"	"N0"	"N1"	"N1"	0.0021186441	3
"C"	"N0"	"N0"	"N0"	"N1"		"N1"	"N0"	"N3"	"N0"	0.0007062147	1
"C"	"N0"	"N0"	"N0"	"N1"		"N1"	"N0"	"N3"	"N1"	0.0007062147	1
"C"	"N0"	"N0"	"N0"	"N1"		"N1"	"N0"	"N3"	"N3"	0.0021186441	3
"C"	"N0"	"N0"	"N0"	"N1"		"N1"	"N1"	"N3"	"N1"	0.0007062147	1
"C"	"N0"	"N0"	"N0"	"N1"		"N1"	"N2"	"N3"	"N0"	0.0007062147	1
"C"	"N0"	"N0"	"N0"	"N1"		"N1"	"N2"	"N3"	"N3"	0.0007062147	1
"C"	"N0"	"N0"	"N0"	"N1"		"N1"		"N0"	"N0"	0.0014124294	2
"C"	"N0"	"N0"	"N0"	"N1"		"N1"		"N1"	"N1"	0.0028248588	4
"C"	"N0"	"N0"	"N0"	"N1"		"N1"		"N2"	"N1"	0.0007062147	1
"C"	"N0"	"N0"	"N0"	"N1"		"N1"		"N2"	"N2"	0.0007062147	1
"C"	"N0"	"N0"	"N0"	"N1"		"N1"		"N3"	"N1"	0.0007062147	1
"C"	"N0"	"N0"	"N0"	"N1"		"N1"		"N3"	"N3"	0.0021186441	3
"C"	"N0"	"N0"	"N0"	"N2"		"N1"	"N0"	"N0"	"N0"	0.0007062147	1
"C"	"N0"	"N0"	"N0"	"N2"		"N1"	"N0"	"N1"	"N1"	0.0021186441	3
"C"	"N0"	"N0"	"N0"	"N2"		"N1"	"N0"	"N3"	"N1"	0.0007062147	1
"C"	"N0"	"N0"	"N0"	"N2"		"N1"	"N0"	"N3"	"N3"	0.0007062147	1
"C"	"N0"	"N0"	"N0"	"N2"		"N1"		"N1"	"N1"	0.0028248588	4
"C"	"N0"	"N0"	"N0"	"N2"		"N1"		"N2"	"N2"	0.0007062147	1
"C"	"N0"	"N0"	"N0"	"N2"		"N1"		"N3"	"N1"	0.0021186441	3
"C"	"N0"	"N0"	"N1"	"N0"		"N1"	"N0"	"N3"	"N0"	0.0007062147	1
"C"	"N0"	"N0"	"N1"	"N0"		"N1"	"N2"	"N1"	"N1"	0.0007062147	1
"C"	"N0"	"N0"	"N1"	"N1"		"N1"		"N1"	"N1"	0.0007062147	1
"C"	"N0"	"N0"	"N1"	"N1"		"N1"		"N3"	"N1"	0.0007062147	1
"C"	"N0"	"N0"	"N2"	"N0"		"N1"	"N0"	"N1"	"N1"	0.0021186441	3
"C"	"N0"	"N0"	"N2"	"N0"		"N1"	"N0"	"N3"	"N1"	0.0014124294	2
"C"	"N0"	"N0"	"N2"	"N0"		"N1"	"N0"	"N3"	"N3"	0.0014124294	2
"C"	"N0"	"N0"	"N2"	"N0"		"N1"	"N1"	"N3"	"N1"	0.0007062147	1
"C"	"N0"	"N0"	"N2"	"N0"		"N1"	"N1"	"N3"	"N3"	0.0007062147	1
"C"	"N0"	"N0"	"N2"	"N0"		"N1"	"N2"	"N2"	"N2"	0.0007062147	1
"C"	"N0"	"N0"	"N2"	"N0"		"N1"	"N2"	"N3"	"N0"	0.0007062147	1
"C"	"N0"	"N0"	"N2"	"N0"		"N1"	"N2"	"N3"	"N1"	0.0014124294	2
"C"	"N0"	"N0"	"N2"	"N0"		"N1"	"N3"	"N3"	"N1"	0.0007062147	1
"C"	"N0"	"N0"	"N2"	"N0"		"N1"		"N1"	"N1"	0.0021186441	3
"C"	"N0"	"N0"	"N2"	"N0"		"N1"		"N2"	"N1"	0.0007062147	1
"C"	"N0"	"N0"	"N2"	"N0"		"N1"		"N3"	"N0"	0.0007062147	1
"C"	"N0"	"N0"	"N2"	"N0"		"N1"		"N3"	"N1"	0.0014124294	2
"C"	"N0"	"N0"	"N2"	"N0"		"N1"		"N4"	"N1"	0.0007062147	1
"C"	"N0"	"N0"	"N2"	"N1"		"N1"	"N0"	"N3"	"N1"	0.0007062147	1
"C"	"N0"	"N0"	"N2"	"N1"		"N1"	"N0"	"N3"	"N3"	0.0007062147	1
"C"	"N0"	"N0"	"N2"	"N1"		"N1"	"N2"	"N3"	"N1"	0.0007062147	1
"C"	"N0"	"N0"	"N2"	"N1"		"N1"		"N1"	"N1"	0.0007062147	1
"C"	"N0"	"N0"	"N2"	"N1"		"N1"		"N2"	"N1"	0.0007062147	1
"C"	"N0"	"N0"	"N2"	"N1"		"N1"		"N3"	"N1"	0.0007062147	1
"C"	"N0"	"N0"	"N2"	"N2"		"N1"	"N0"	"N3"	"N0"	0.0007062147	1
"C"	"N0"	"N0"	"N2"	"N2"		"N1"	"N2"	"N1"	"N1"	0.0007062147	1
"C"	"N0"	"N0"	"N2"	"N2"		"N1"	"N2"	"N3"	"N0"	0.0007062147	1
"C"	"N0"	"N0"	"N2"	"N2"		"N1"	"N2"	"N3"	"N3"	0.0007062147	1
"C"	"N0"	"N0"	"N2"	"N2"		"N1"		"N1"	"N1"	0.0028248588	4
"C"	"N0"	"N0"	"N2"	"N2"		"N1"		"N3"	"N0"	0.0007062147	1
"C"	"N0"	"N0"	"N2"	"N2"		"N1"		"N3"	"N3"	0.0007062147	1
"C"	"N0"	"N0"		"N0"		"N1"	"N0"	"N0"	"N0"	0.0014124294	2
"C"	"N0"	"N0"		"N0"		"N1"	"N0"	"N1"	"N1"	0.0049435028	7
"C"	"N0"	"N0"		"N0"		"N1"	"N0"	"N2"	"N0"	0.0007062147	1
"C"	"N0"	"N0"		"N0"		"N1"	"N0"	"N2"	"N1"	0.0014124294	2
"C"	"N0"	"N0"		"N0"		"N1"	"N0"	"N3"	"N1"	0.0042372881	6
"C"	"N0"	"N0"		"N0"		"N1"	"N0"	"N3"	"N3"	0.0007062147	1
"C"	"N0"	"N0"		"N0"		"N1"	"N1"	"N3"	"N3"	0.0007062147	1
"C"	"N0"	"N0"		"N0"		"N1"	"N2"	"N1"	"N1"	0.0007062147	1
"C"	"N0"	"N0"		"N0"		"N1"	"N3"	"N3"	"N1"	0.0007062147	1
"C"	"N0"	"N0"		"N0"		"N1"		"N0"	"N0"	0.0014124294	2
"C"	"N0"	"N0"		"N0"		"N1"		"N1"	"N1"	0.0134180791	19
"C"	"N0"	"N0"		"N0"		"N1"		"N2"	"N1"	0.0007062147	1
"C"	"N0"	"N0"		"N0"		"N1"		"N2"	"N2"	0.0021186441	3
"C"	"N0"	"N0"		"N0"		"N1"		"N3"	"N0"	0.0014124294	2
"C"	"N0"	"N0"		"N0"		"N1"		"N3"	"N1"	0.0035310734	5
"C"	"N0"	"N0"		"N0"		"N1"		"N3"	"N3"	0.0084745763	12
"C"	"N0"	"N0"		"N1"		"N1"	"N0"	"N0"	"N0"	0.0007062147	1
"C"	"N0"	"N0"		"N1"		"N1"	"N0"	"N1"	"N1"	0.0042372881	6
"C"	"N0"	"N0"		"N1"		"N1"	"N0"	"N3"	"N0"	0.0007062147	1
"C"	"N0"	"N0"		"N1"		"N1"	"N0"	"N3"	"N1"	0.0014124294	2
"C"	"N0"	"N0"		"N1"		"N1"	"N2"	"N2"	"N2"	0.0007062147	1
"C"	"N0"	"N0"		"N1"		"N1"	"N2"	"N3"	"N3"	0.0007062147	1
"C"	"N0"	"N0"		"N1"		"N1"		"N0"	"N0"	0.0014124294	2
"C"	"N0"	"N0"		"N1"		"N1"		"N1"	"N1"	0.0035310734	5
"C"	"N0"	"N0"		"N1"		"N1"		"N3"	"N1"	0.0014124294	2
"C"	"N0"	"N0"		"N1"		"N1"		"N3"	"N3"	0.0014124294	2
"C"	"N0"	"N0"		"N2"		"N1"	"N0"	"N0"	"N0"	0.0007062147	1
"C"	"N0"	"N0"		"N2"		"N1"	"N0"	"N1"	"N1"	0.0042372881	6
"C"	"N0"	"N0"		"N2"		"N1"	"N0"	"N3"	"N0"	0.0007062147	1
"C"	"N0"	"N0"		"N2"		"N1"	"N0"	"N3"	"N1"	0.0007062147	1
"C"	"N0"	"N0"		"N2"		"N1"	"N0"	"N3"	"N3"	0.0021186441	3
"C"	"N0"	"N0"		"N2"		"N1"	"N2"	"N3"	"N3"	0.0007062147	1
"C"	"N0"	"N0"		"N2"		"N1"		"N0"	"N0"	0.0021186441	3
"C"	"N0"	"N0"		"N2"		"N1"		"N1"	"N1"	0.0035310734	5
"C"	"N0"	"N0"		"N2"		"N1"		"N2"	"N1"	0.0007062147	1
"C"	"N0"	"N0"		"N2"		"N1"		"N3"	"N1"	0.0035310734	5
"C"	"N0"	"N0"		"N2"		"N1"		"N3"	"N3"	0.0021186441	3
"C"	"N0"	"N0"		"N3"		"N1"		"N3"	"N3"	0.0007062147	1
"C"	"N0"	"N1"	"N2"	"N0"		"N1"		"N1"	"N1"	0.0007062147	1
"C"	"N0"	"N1"	"N2"	"N2"		"N1"		"N3"	"N1"	0.0007062147	1
"C"	"N0"	"N2"	"N0"	"N0"		"N1"	"N0"	"N1"	"N1"	0.0007062147	1
"C"	"N0"	"N2"	"N0"	"N0"		"N1"	"N0"	"N3"	"N1"	0.0007062147	1
"C"	"N0"	"N2"	"N0"	"N0"		"N1"	"N0"	"N3"	"N3"	0.0007062147	1
"C"	"N0"	"N2"	"N0"	"N0"		"N1"	"N2"	"N1"	"N1"	0.0007062147	1
"C"	"N0"	"N2"	"N0"	"N0"		"N1"		"N0"	"N0"	0.0007062147	1
"C"	"N0"	"N2"	"N0"	"N0"		"N1"		"N1"	"N1"	0.0007062147	1
"C"	"N0"	"N2"	"N0"	"N0"		"N1"		"N2"	"N1"	0.0007062147	1
"C"	"N0"	"N2"	"N0"	"N0"		"N1"		"N3"	"N1"	0.0021186441	3
"C"	"N0"	"N2"	"N0"	"N0"		"N1"		"N3"	"N3"	0.0007062147	1
"C"	"N0"	"N2"	"N0"	"N1"		"N1"	"N0"	"N1"	"N1"	0.0007062147	1
"C"	"N0"	"N2"	"N0"	"N1"		"N1"	"N0"	"N3"	"N1"	0.0007062147	1
"C"	"N0"	"N2"	"N0"	"N1"		"N1"	"N0"	"N3"	"N3"	0.0007062147	1
"C"	"N0"	"N2"	"N0"	"N1"		"N1"		"N1"	"N1"	0.0007062147	1
"C"	"N0"	"N2"	"N0"	"N1"		"N1"		"N3"	"N1"	0.0007062147	1
"C"	"N0"	"N2"	"N0"	"N1"		"N1"		"N3"	"N3"	0.0014124294	2
"C"	"N0"	"N2"	"N0"	"N2"		"N1"	"N0"	"N3"	"N1"	0.0007062147	1
"C"	"N0"	"N2"	"N0"	"N2"		"N1"	"N0"	"N3"	"N3"	0.0007062147	1
"C"	"N0"	"N2"	"N0"	"N2"		"N1"	"N2"	"N3"	"N3"	0.0007062147	1
"C"	"N0"	"N2"	"N0"	"N2"		"N1"		"N3"	"N1"	0.0007062147	1
"C"	"N0"	"N2"	"N1"	"N0"		"N1"		"N1"	"N1"	0.0007062147	1
"C"	"N0"	"N2"	"N2"	"N0"		"N1"	"N0"	"N1"	"N1"	0.0007062147	1
"C"	"N0"	"N2"	"N2"	"N0"		"N1"	"N0"	"N3"	"N1"	0.0007062147	1
"C"	"N0"	"N2"	"N2"	"N0"		"N1"	"N2"	"N3"	"N1"	0.0007062147	1
"C"	"N0"	"N2"	"N2"	"N0"		"N1"		"N3"	"N0"	0.0007062147	1
"C"	"N0"	"N2"	"N2"	"N0"		"N1"		"N3"	"N1"	0.0014124294	2
"C"	"N0"	"N2"	"N2"	"N1"		"N1"		"N3"	"N0"	0.0007062147	1
"C"	"N0"	"N2"	"N2"	"N1"		"N1"		"N3"	"N1"	0.0014124294	2
"C"	"N0"	"N2"	"N2"	"N2"		"N1"	"N0"	"N2"	"N0"	0.0007062147	1
"C"	"N0"	"N2"	"N2"	"N2"		"N1"	"N2"	"N1"	"N1"	0.0007062147	1
"C"	"N0"	"N2"	"N2"	"N2"		"N1"		"N3"	"N1"	0.0007062147	1
"C"	"N0"	"N2"	"N2"	"N2"		"N1"		"N3"	"N3"	0.0007062147	1
"C"	"N0"	"N2"		"N0"		"N1"	"N0"	"N1"	"N1"	0.0014124294	2
"C"	"N0"	"N2"		"N0"		"N1"	"N0"	"N2"	"N2"	0.0007062147	1
"C"	"N0"	"N2"		"N0"		"N1"	"N0"	"N3"	"N3"	0.0028248588	4
"C"	"N0"	"N2"		"N0"		"N1"	"N2"	"N1"	"N1"	0.0007062147	1
"C"	"N0"	"N2"		"N0"		"N1"	"N2"	"N3"	"N3"	0.0007062147	1
"C"	"N0"	"N2"		"N0"		"N1"		"N0"	"N0"	0.0007062147	1
"C"	"N0"	"N2"		"N0"		"N1"		"N2"	"N2"	0.0007062147	1
"C"	"N0"	"N2"		"N0"		"N1"		"N3"	"N1"	0.0021186441	3
"C"	"N0"	"N2"		"N1"		"N1"	"N0"	"N2"	"N1"	0.0007062147	1
"C"	"N0"	"N2"		"N1"		"N1"	"N0"	"N2"	"N2"	0.0007062147	1
"C"	"N0"	"N2"		"N1"		"N1"	"N0"	"N3"	"N3"	0.0007062147	1
"C"	"N0"	"N2"		"N1"		"N1"		"N1"	"N1"	0.0014124294	2
"C"	"N0"	"N2"		"N1"		"N1"		"N3"	"N1"	0.0007062147	1
"C"	"N0"	"N2"		"N2"		"N1"	"N0"	"N4"	"N1"	0.0007062147	1
"C"	"N0"	"N2"		"N2"		"N1"		"N1"	"N1"	0.0007062147	1
"C"	"N0"	"N2"		"N2"		"N1"		"N3"	"N1"	0.0007062147	1
"C"	"N0"	"N2"		"N2"		"N1"		"N3"	"N3"	0.0014124294	2
"C"	"N0"	"N3"	"N0"	"N0"		"N1"		"N3"	"N1"	0.0007062147	1
"C"	"N0"	"N3"		"N0"		"N1"		"N3"	"N1"	0.0007062147	1
"C"	"N0"	"N3"		"N2"		"N1"	"N0"	"N3"	"N3"	0.0007062147	1
"C"	"N0"		"N0"	"N0"		"N1"	"N0"	"N0"	"N0"	0.0007062147	1
"C"	"N0"		"N0"	"N0"		"N1"	"N0"	"N1"	"N1"	0.0077683616	11
"C"	"N0"		"N0"	"N0"		"N1"	"N0"	"N2"	"N2"	0.0007062147	1
"C"	"N0"		"N0"	"N0"		"N1"	"N0"	"N3"	"N1"	0.0021186441	3
"C"	"N0"		"N0"	"N0"		"N1"	"N0"	"N3"	"N3"	0.0014124294	2
"C"	"N0"		"N0"	"N0"		"N1"	"N1"	"N3"	"N3"	0.0007062147	1
"C"	"N0"		"N0"	"N0"		"N1"	"N2"	"N1"	"N1"	0.0007062147	1
"C"	"N0"		"N0"	"N0"		"N1"	"N2"	"N3"	"N3"	0.0007062147	1
"C"	"N0"		"N0"	"N0"		"N1"	"N3"	"N3"	"N1"	0.0007062147	1
"C"	"N0"		"N0"	"N0"		"N1"		"N1"	"N1"	0.0063559322	9
"C"	"N0"		"N0"	"N0"		"N1"		"N2"	"N2"	0.0021186441	3
"C"	"N0"		"N0"	"N0"		"N1"		"N3"	"N0"	0.0007062147	1
"C"	"N0"		"N0"	"N0"		"N1"		"N3"	"N1"	0.0028248588	4
"C"	"N0"		"N0"	"N0"		"N1"		"N3"	"N3"	0.0042372881	6
"C"	"N0"		"N0"	"N1"		"N1"	"N0"	"N1"	"N1"	0.0021186441	3
"C"	"N0"		"N0"	"N1"		"N1"	"N0"	"N3"	"N0"	0.0007062147	1
"C"	"N0"		"N0"	"N1"		"N1"	"N0"	"N3"	"N3"	0.0021186441	3
"C"	"N0"		"N0"	"N1"		"N1"		"N1"	"N1"	0.0021186441	3
"C"	"N0"		"N0"	"N1"		"N1"		"N3"	"N1"	0.0007062147	1
"C"	"N0"		"N0"	"N2"		"N1"	"N0"	"N1"	"N1"	0.0007062147	1
"C"	"N0"		"N0"	"N2"		"N1"	"N0"	"N3"	"N3"	0.0007062147	1
"C"	"N0"		"N0"	"N2"		"N1"	"N2"	"N2"	"N1"	0.0007062147	1
"C"	"N0"		"N0"	"N2"		"N1"		"N1"	"N1"	0.0021186441	3
"C"	"N0"		"N1"	"N0"		"N1"		"N1"	"N1"	0.0007062147	1
"C"	"N0"		"N2"	"N0"		"N1"	"N0"	"N0"	"N0"	0.0007062147	1
"C"	"N0"		"N2"	"N0"		"N1"	"N0"	"N1"	"N1"	0.0007062147	1
"C"	"N0"		"N2"	"N0"		"N1"	"N0"	"N3"	"N0"	0.0007062147	1
"C"	"N0"		"N2"	"N0"		"N1"	"N0"	"N3"	"N1"	0.0007062147	1
"C"	"N0"		"N2"	"N0"		"N1"	"N0"	"N3"	"N3"	0.0007062147	1
"C"	"N0"		"N2"	"N0"		"N1"	"N2"	"N3"	"N0"	0.0007062147	1
"C"	"N0"		"N2"	"N0"		"N1"		"N0"	"N0"	0.0007062147	1
"C"	"N0"		"N2"	"N0"		"N1"		"N1"	"N1"	0.0014124294	2
"C"	"N0"		"N2"	"N0"		"N1"		"N3"	"N0"	0.0007062147	1
"C"	"N0"		"N2"	"N0"		"N1"		"N3"	"N1"	0.0007062147	1
"C"	"N0"		"N2"	"N1"		"N1"		"N1"	"N1"	0.0007062147	1
"C"	"N0"		"N2"	"N2"		"N1"		"N3"	"N3"	0.0007062147	1
"C"	"N0"		"N3"	"N1"		"N1"		"N3"	"N1"	0.0007062147	1
"C"	"N0"			"N0"		"N1"	"N0"	"N1"	"N1"	0.0063559322	9
"C"	"N0"			"N0"		"N1"	"N0"	"N3"	"N1"	0.0014124294	2
"C"	"N0"			"N0"		"N1"	"N0"	"N3"	"N3"	0.0028248588	4
"C"	"N0"			"N0"		"N1"	"N1"	"N1"	"N1"	0.0007062147	1
"C"	"N0"			"N0"		"N1"		"N0"	"N0"	0.0021186441	3
"C"	"N0"			"N0"		"N1"		"N1"	"N1"	0.0063559322	9
"C"	"N0"			"N0"		"N1"		"N2"	"N1"	0.0007062147	1
"C"	"N0"			"N0"		"N1"		"N3"	"N1"	0.0007062147	1
"C"	"N0"			"N0"		"N1"		"N3"	"N3"	0.0014124294	2
"C"	"N0"			"N1"		"N1"	"N0"	"N1"	"N1"	0.0007062147	1
"C"	"N0"			"N1"		"N1"	"N0"	"N3"	"N1"	0.0007062147	1
"C"	"N0"			"N1"		"N1"	"N0"	"N3"	"N3"	0.0007062147	1
"C"	"N0"			"N1"		"N1"		"N1"	"N1"	0.0007062147	1
"C"	"N0"			"N2"		"N1"	"N0"	"N1"	"N1"	0.0007062147	1
"C"	"N1"	"N0"	"N0"	"N0"		"N1"	"N0"	"N1"	"N1"	0.0007062147	1
"C"	"N1"	"N0"	"N0"	"N0"		"N1"	"N1"	"N0"	"N0"	0.0007062147	1
"C"	"N1"	"N0"	"N0"	"N0"		"N1"	"N1"	"N1"	"N1"	0.0021186441	3
"C"	"N1"	"N0"	"N0"	"N0"		"N1"	"N1"	"N3"	"N1"	0.0007062147	1
"C"	"N1"	"N0"	"N0"	"N0"		"N1"	"N2"	"N3"	"N3"	0.0007062147	1
"C"	"N1"	"N0"	"N0"	"N0"		"N1"		"N1"	"N1"	0.0028248588	4
"C"	"N1"	"N0"	"N0"	"N0"		"N1"		"N2"	"N1"	0.0007062147	1
"C"	"N1"	"N0"	"N0"	"N0"		"N1"		"N3"	"N0"	0.0007062147	1
"C"	"N1"	"N0"	"N0"	"N0"		"N1"		"N3"	"N1"	0.0014124294	2
"C"	"N1"	"N0"	"N0"	"N1"		"N1"	"N0"	"N0"	"N0"	0.0007062147	1
"C"	"N1"	"N0"	"N0"	"N1"		"N1"	"N0"	"N1"	"N1"	0.0014124294	2
"C"	"N1"	"N0"	"N0"	"N1"		"N1"	"N0"	"N3"	"N1"	0.0007062147	1
"C"	"N1"	"N0"	"N0"	"N1"		"N1"	"N0"	"N3"	"N3"	0.0007062147	1
"C"	"N1"	"N0"	"N0"	"N1"		"N1"	"N1"	"N0"	"N0"	0.0014124294	2
"C"	"N1"	"N0"	"N0"	"N1"		"N1"	"N1"	"N1"	"N1"	0.0155367232	22
"C"	"N1"	"N0"	"N0"	"N1"		"N1"	"N1"	"N2"	"N0"	0.0007062147	1
"C"	"N1"	"N0"	"N0"	"N1"		"N1"	"N1"	"N2"	"N1"	0.0014124294	2
"C"	"N1"	"N0"	"N0"	"N1"		"N1"	"N1"	"N2"	"N2"	0.0021186441	3
"C"	"N1"	"N0"	"N0"	"N1"		"N1"	"N1"	"N3"	"N0"	0.0035310734	5
"C"	"N1"	"N0"	"N0"	"N1"		"N1"	"N1"	"N3"	"N1"	0.0049435028	7
"C"	"N1"	"N0"	"N0"	"N1"		"N1"	"N1"	"N3"	"N3"	0.0035310734	5
"C"	"N1"	"N0"	"N0"	"N1"		"N1"	"N2"	"N1"	"N1"	0.0007062147	1
"C"	"N1"	"N0"	"N0"	"N1"		"N1"	"N2"	"N3"	"N3"	0.0007062147	1
"C"	"N1"	"N0"	"N0"	"N1"		"N1"	"N3"	"N3"	"N3"	0.0007062147	1
"C"	"N1"	"N0"	"N0"	"N1"		"N1"		"N0"	"N0"	0.0035310734	5
"C"	"N1"	"N0"	"N0"	"N1"		"N1"		"N1"	"N1"	0.0105932203	15
"C"	"N1"	"N0"	"N0"	"N1"		"N1"		"N2"	"N1"	0.0007062147	1
"C"	"N1"	"N0"	"N0"	"N1"		"N1"		"N2"	"N2"	0.0007062147	1
"C"	"N1"	"N0"	"N0"	"N1"		"N1"		"N3"	"N0"	0.0007062147	1
"C"	"N1"	"N0"	"N0"	"N1"		"N1"		"N3"	"N1"	0.0141242938	20
"C"	"N1"	"N0"	"N0"	"N1"		"N1"		"N3"	"N3"	0.0063559322	9
"C"	"N1"	"N0"	"N0"	"N1"				"N1"	"N1"	0.0007062147	1
"C"	"N1"	"N0"	"N0"	"N2"		"N1"	"N0"	"N3"	"N1"	0.0007062147	1
"C"	"N1"	"N0"	"N0"	"N2"		"N1"	"N1"	"N1"	"N1"	0.0021186441	3
"C"	"N1"	"N0"	"N0"	"N2"		"N1"	"N1"	"N3"	"N0"	0.0007062147	1
"C"	"N1"	"N0"	"N0"	"N2"		"N1"	"N1"	"N3"	"N1"	0.0014124294	2
"C"	"N1"	"N0"	"N0"	"N2"		"N1"	"N1"	"N3"	"N3"	0.0007062147	1
"C"	"N1"	"N0"	"N0"	"N2"		"N1"		"N0"	"N0"	0.0007062147	1
"C"	"N1"	"N0"	"N0"	"N2"		"N1"		"N1"	"N1"	0.0021186441	3
"C"	"N1"	"N0"	"N0"	"N2"		"N1"		"N3"	"N1"	0.0007062147	1
"C"	"N1"	"N0"	"N0"	"N2"		"N1"		"N3"	"N3"	0.0007062147	1
"C"	"N1"	"N0"	"N1"	"N1"		"N1"		"N3"	"N0"	0.0007062147	1
"C"	"N1"	"N0"	"N2"	"N0"		"N1"	"N0"	"N3"	"N1"	0.0007062147	1
"C"	"N1"	"N0"	"N2"	"N0"		"N1"	"N1"	"N1"	"N1"	0.0007062147	1
"C"	"N1"	"N0"	"N2"	"N0"		"N1"		"N2"	"N2"	0.0007062147	1
"C"	"N1"	"N0"	"N2"	"N0"		"N1"		"N3"	"N1"	0.0007062147	1
"C"	"N1"	"N0"	"N2"	"N1"		"N1"	"N1"	"N1"	"N1"	0.0007062147	1
"C"	"N1"	"N0"	"N2"	"N1"		"N1"	"N1"	"N2"	"N0"	0.0007062147	1
"C"	"N1"	"N0"	"N2"	"N1"		"N1"	"N1"	"N3"	"N1"	0.0007062147	1
"C"	"N1"	"N0"	"N2"	"N1"		"N1"	"N2"	"N2"	"N2"	0.0007062147	1
"C"	"N1"	"N0"	"N2"	"N1"		"N1"	"N2"	"N3"	"N1"	0.0007062147	1
"C"	"N1"	"N0"	"N2"	"N1"		"N1"		"N2"	"N1"	0.0014124294	2
"C"	"N1"	"N0"	"N2"	"N1"		"N1"		"N3"	"N3"	0.0007062147	1
"C"	"N1"	"N0"	"N2"	"N2"		"N1"	"N0"	"N1"	"N1"	0.0007062147	1
"C"	"N1"	"N0"	"N2"	"N2"		"N1"	"N1"	"N1"	"N1"	0.0007062147	1
"C"	"N1"	"N0"	"N2"	"N2"		"N1"	"N2"	"N1"	"N1"	0.0007062147	1
"C"	"N1"	"N0"	"N2"	"N2"		"N1"	"N2"	"N3"	"N0"	0.0007062147	1
